117,32.064,59.643
118,42.243,52.115
119,32.19,14.123
120,24.9,80.546
121,27.145,29.711
122,2.697,68.854
123,20.045,72.742
124,45.129,62.476
125,47.031,50.524
126,69.798,31.762
127,73.439,37.741
128,48.922,50.259
129,43.288,48.798
130,41.534,56.357
131,64.397,51.61
132,38.019,40.872
133,55.928,16.689
134,40.384,52.001
135,28.176,58.438
136,18.022,45.518
137,24.276,58.906
138,24.737,42.96
139,16.544,63.64
140,28.977,54.968
141,56.522,55.53
142,44.899,60.956
143,49.892,48.786
144,31.392,49.929
145,74.221,57.596
146,66.742,50.06
147,61.286,58.569
148,50.686,51.062
149,75.94,41.561
150,53.315,44.891
151,67.096,38.606
152,64.061,29.29
153,56.244,57.092
154,41.737,54.826
155,37.598,26.428
156,53.159,81.946
157,43.851,58.376
158,83.483,40.008
159,26.665,32.87
160,54.075,55.018
161,43.954,69.784
162,64.138,24.503
163,32.031,25.376
164,31.207,86.726
165,65.885,48.656
166,25.324,94.79
167,74.584,35.955
168,47.307,42.229
169,55.183,54.989
170,53.226,71.351
171,62.14,68.332
172,27.199,70.913
173,65.704,38.019
174,57.799,10.239
175,65.833,55.42
176,47.824,44.617
177,47.906,52.507
178,53.684,54.18
179,42.734,64.88
180,45.791,43.629
181,88.188,34.39
182,59.298,57.186
183,75.644,65.527
184,21.658,41.81
185,29.213,45.749
186,52.78,49.551
187,73.573,40.837
188,65.336,30.569
189,56.133,52.692
190,54.35,52.542
191,49.951,45.288
192,69.857,20.44
193,46.827,45.985
194,59.421,49.509
195,30.017,50
196,39.989,20.208
197,60.293,54.603
198,56.589,50.704
199,50.635,58.472
200,39.896,55.74
201,40.455,44.692
202,38.176,22.385
203,41.129,82.341
204,6.344,38.263
205,34.449,47.356
206,35.773,51.101
207,30.462,42.838
208,49.834,74.818
209,45.676,67.814
210,34.665,46.721
211,61.876,46.83
212,58.541,50.281
213,47.239,81.926
214,54.111,60.243
215,49.787,64.274
216,37.551,33.457
217,19.173,49.296
218,62.752,19.653
219,74.796,43.981
220,48.113,26.62
221,38.848,43.103
222,33.857,47.134
223,41.013,47.004
224,62.491,66.125
225,40.616,62.47
226,88.576,62.983
227,92.292,32.02
228,41.225,44.496
229,77.035,24.516
230,54.464,59.345
231,38.466,26.641
232,25.194,69.569
233,59.652,69.499
234,84.467,42.325
235,32.042,80.498
236,53.59,44.588
237,57.445,53.199
238,58.851,23.655
239,89.953,60.822
240,37.07,79.425
241,38.592,46.742
242,69.249,42.472
243,66.676,36.759
244,73.724,32.699
245,40.532,73.662
246,47.69,50.351
247,51.828,61.031
248,3.576,57.372
249,60.837,51.224
250,7.865,58.197
251,54.714,44.667
252,37.525,47.157
253,80.252,66.189
254,38.716,35.407
255,58.303,44.915
256,32.545,17.803
257,54.916,35.672
258,66.718,14.984
259,67.209,20.841
260,49.015,66.151
261,47.277,59.088
262,52.776,36.958
263,43.897,52.053
264,44.24,21.376
265,50.098,49.737
266,22.223,48.015
267,60.508,38.955
268,30.49,22.054
269,35.999,50.719
270,55.658,18.475
271,37.401,74.823
272,51.966,45.796
273,44.337,70.249
274,60.822,69.167
275,53.726,27.077
276,61.203,69.002
277,64.347,28.241
278,30.799,52.48
279,27.75,32.872
280,27.061,22.884
281,47.159,45.399
282,87.408,49.361
283,54.692,46.595
284,56.883,55.738
285,23.44,44.484
286,45.337,69.132
287,26.234,35.697
288,68.523,71.456
289,43.978,52.045
290,69.748,37.015
291,72.556,77.507
292,68.644,60.221
293,64.339,35.119
294,54.452,71.243
295,44.581,64.905
296,41.106,32.887
297,31.085,46.348
298,73.051,43.404
299,80.807,53.339
300,36.176,13.308
301,65.803,50.631
302,50.322,24.823
303,63.428,61.995
304,44.946,53.887
305,64.817,34.016
306,48.356,61.386
307,84.454,55.344
308,50.579,70.942
309,62.369,26.172
310,64.644,27.76
311,66.063,13.515
312,75.467,71.591
313,67.528,14.645
314,62.327,11.329
315,54.046,40.011
316,55.609,50.682
317,47.166,45.028
318,41.889,52.21
319,18.828,36.225
320,71.872,42.155
321,42.517,56.624
322,42.602,80.685
323,38.553,54.143
324,46.449,57.621
325,47.769,49.389
326,43.173,78.333
327,53.736,52.008
328,75.992,65.056
329,43.984,64.446
330,52.422,33.885
331,23.695,59.876
332,71.642,27.072
333,44.045,42.331
334,57.599,19.6
335,57.225,52.494
336,73.245,26.155
337,76.081,23.053
338,56.748,52.649
339,61.221,54.241
340,44.93,39.088
341,49.572,47.762
342,71.129,78.456
343,11.478,44.454
344,13.846,50.421
345,26.519,81.233
346,47.674,53.075
347,31.264,82.06
348,64.891,22.213
349,22.031,55.651
350,15.161,52.53
351,81.626,41.656
352,94.084,62.58
353,54.854,46.275
354,52.061,44.601
355,37.752,41.736
356,84.653,26.562
357,75.137,38
358,54.073,24.5
359,72.393,36.427
360,54.073,57.932
361,61.083,82.645
362,57.164,62.027
363,43.715,11.712
364,41.942,64.498
365,50.792,41.489
366,80.143,33.636
367,70.279,42.928
368,50.836,46.092
369,32.116,51.754
370,51.605,56.969
371,67.12,46.313
372,23.721,48.845
373,61.262,36.016
374,64.38,81.172
375,48.28,40.741
376,60.387,50.324
377,86.19,50.252
378,56.565,50.646
379,73.855,85.986
380,92.536,50.707
381,34.772,19.134
382,49.412,48.686
383,48.33,69.25
384,46.912,15.955
385,42.558,15.581
386,57.597,58.272
387,20.156,68.448
388,58.561,42.337
389,49.686,29.566
390,35.738,48.159
391,45.177,43.457
392,47.383,40.489
393,34.547,77.798
394,31.529,15.614
395,46.676,44.447
396,53.691,28.459
397,39.603,53.514
398,36.907,40.5
399,46.337,20.575
400,68.091,41.587
